#version: ${plugin.version}
#If you change this file it will not be automatically updated after the next release.,
#item,material
iSword,iron_sword
WoodenSword,wooden_sword
woodSword,wooden_sword
wSword,wooden_sword
WoodenShovel,wooden_shovel
WoodenSpade,wooden_shovel
woodShovel,wooden_shovel
woodSpade,wooden_shovel
wShovel,wooden_shovel
wSpade,wooden_shovel
WoodenPickaxe,wooden_pickaxe
WoodenPick,wooden_pickaxe
woodPickaxe,wooden_pickaxe
woodPick,wooden_pickaxe
wPickaxe,wooden_pickaxe
wPick,wooden_pickaxe
Woodenaxe,wooden_axe
woodaxe,wooden_axe
waxe,wooden_axe
StoneSword,stone_sword
CobblestoneSword,stone_sword
cstoneSword,stone_sword
csSword,stone_sword
sSword,stone_sword
StoneShovel,stone_shovel
CobblestoneShovel,stone_shovel
CobblestoneSpade,stone_shovel
cstoneShovel,stone_shovel
cstoneSpade,stone_shovel
StoneSpade,stone_shovel
csShovel,stone_shovel
csSpade,stone_shovel
sShovel,stone_shovel
sSpade,stone_shovel
StonePickaxe,stone_pickaxe
CobblestonePickaxe,stone_pickaxe
CobblestonePick,stone_pickaxe
cstonePickaxe,stone_pickaxe
cstonePick,stone_pickaxe
StonePick,stone_pickaxe
csPickaxe,stone_pickaxe
csPick,stone_pickaxe
sPickaxe,stone_pickaxe
sPick,stone_pickaxe
StoneAxe,stone_axe
CobbleStoneAxe,stone_axe
cStoneAxe,stone_axe
csaxe,stone_axe
saxe,stone_axe
DiamondSword,diamond_sword
CrystalSword,diamond_sword
dSword,diamond_sword
DiamondShovel,diamond_shovel
DiamondSpade,diamond_shovel
CrystalShovel,diamond_shovel
CrystalSpade,diamond_shovel
dShovel,diamond_shovel
dSpade,diamond_shovel
DiamondPickaxe,diamond_pickaxe
DiamondPick,diamond_pickaxe
CrystalPickaxe,diamond_pickaxe
CrystalPick,diamond_pickaxe
dPickaxe,diamond_pickaxe
dPick,diamond_pickaxe
Diamondaxe,diamond_axe
Crystalaxe,diamond_axe
daxe,diamond_axe
stick,stick
twig,stick
branch,stick
bowl,bowl
Woodenbowl,bowl
woodbowl,bowl
Mushroomsoup,mushroom_stew
mrsoup,mushroom_stew
soup,mushroom_stew
GoldSword,golden_sword
gSword,golden_sword
GoldShovel,golden_shovel
GoldSpade,golden_shovel
gShovel,golden_shovel
gSpade,golden_shovel
GoldPickaxe,golden_pickaxe
GoldPick,golden_pickaxe
gPickaxe,golden_pickaxe
gPick,golden_pickaxe
Goldaxe,golden_axe
gaxe,golden_axe
string,string
thread,string
feather,feather
gunpowder,gunpowder
sulfur,gunpowder
WoodenHoe,wooden_hoe
woodHoe,wooden_hoe
wHoe,wooden_hoe
StoneHoe,stone_hoe
CobblestoneHoe,stone_hoe
cstoneHoe,stone_hoe
csHoe,stone_hoe
sHoe,stone_hoe
IronHoe,iron_hoe
SteelHoe,iron_hoe
iHoe,iron_hoe
DiamondHoe,diamond_hoe
CrystalHoe,diamond_hoe
dHoe,diamond_hoe
GoldHoe,golden_hoe
gHoe,golden_hoe
Seeds,wheat_seeds
seed,wheat_seeds
wheat,wheat
crops,wheat
crop,wheat
bread,bread
leatherhelmet,leather_helmet
leatherhelm,leather_helmet
leatherhat,leather_helmet
leathercoif,leather_helmet
lhelmet,leather_helmet
lhelm,leather_helmet
lhat,leather_helmet
lcoif,leather_helmet
leatherChestPlate,leather_chestplate
leatherPlatebody,leather_chestplate
leatherPlate,leather_chestplate
leathershirt,leather_chestplate
leathertunic,leather_chestplate
lChestPlate,leather_chestplate
lPlatebody,leather_chestplate
lPlate,leather_chestplate
lshirt,leather_chestplate
ltunic,leather_chestplate
leatherleggings,leather_leggings
leatherlegs,leather_leggings
leatherpants,leather_leggings
lleggings,leather_leggings
llegs,leather_leggings
lpants,leather_leggings
leatherboots,leather_boots
leathersHoes,leather_boots
lboots,leather_boots
lsHoes,leather_boots
chainmailhelmet,chainmail_helmet
chainmailhelm,chainmail_helmet
chainmailhat,chainmail_helmet
chainmailcoif,chainmail_helmet
chainmhelmet,chainmail_helmet
chainmhelm,chainmail_helmet
chainmhat,chainmail_helmet
chainmcoif,chainmail_helmet
cmailhelmet,chainmail_helmet
cmailhelm,chainmail_helmet
cmailhat,chainmail_helmet
cmailcoif,chainmail_helmet
chainhelmet,chainmail_helmet
chainhelm,chainmail_helmet
chainhat,chainmail_helmet
chaincoif,chainmail_helmet
cmhelmet,chainmail_helmet
cmhelm,chainmail_helmet
cmhat,chainmail_helmet
cmcoif,chainmail_helmet
chainmailChestPlate,chainmail_chestplate
chainmailPlatebody,chainmail_chestplate
chainmailPlate,chainmail_chestplate
chainmailshirt,chainmail_chestplate
chainmailtunic,chainmail_chestplate
chainmChestPlate,chainmail_chestplate
chainmPlatebody,chainmail_chestplate
chainmPlate,chainmail_chestplate
chainmshirt,chainmail_chestplate
chainmtunic,chainmail_chestplate
cmailChestPlate,chainmail_chestplate
cmailPlatebody,chainmail_chestplate
cmailPlate,chainmail_chestplate
cmailshirt,chainmail_chestplate
cmailtunic,chainmail_chestplate
chainChestPlate,chainmail_chestplate
chainPlatebody,chainmail_chestplate
chainPlate,chainmail_chestplate
chainshirt,chainmail_chestplate
chaintunic,chainmail_chestplate
cmChestPlate,chainmail_chestplate
cmPlatebody,chainmail_chestplate
cmPlate,chainmail_chestplate
cmshirt,chainmail_chestplate
cmtunic,chainmail_chestplate
chainmailleggings,chainmail_leggings
chainmaillegs,chainmail_leggings
chainmailpants,chainmail_leggings
chainmleggings,chainmail_leggings
chainmlegs,chainmail_leggings
chainmpants,chainmail_leggings
cmailleggings,chainmail_leggings
cmaillegs,chainmail_leggings
cmailpants,chainmail_leggings
chainleggings,chainmail_leggings
chainlegs,chainmail_leggings
chainpants,chainmail_leggings
cmleggings,chainmail_leggings
cmlegs,chainmail_leggings
cmpants,chainmail_leggings
chainmailboots,chainmail_boots
chainmailsHoes,chainmail_boots
chainmboots,chainmail_boots
chainmsHoes,chainmail_boots
cmailboots,chainmail_boots
cmailsHoes,chainmail_boots
chainboots,chainmail_boots
chainsHoes,chainmail_boots
cmboots,chainmail_boots
cmsHoes,chainmail_boots
Ironhelmet,iron_helmet
Ironhelm,iron_helmet
Ironhat,iron_helmet
Ironcoif,iron_helmet
ihelmet,iron_helmet
ihelm,iron_helmet
ihat,iron_helmet
icoif,iron_helmet
Steelhelmet,iron_helmet
Steelhelm,iron_helmet
Steelhat,iron_helmet
Steelcoif,iron_helmet
shelmet,iron_helmet
shelm,iron_helmet
shat,iron_helmet
scoif,iron_helmet
IronChestPlate,iron_chestplate
IronPlatebody,iron_chestplate
Ironshirt,iron_chestplate
Irontunic,iron_chestplate
iChestPlate,iron_chestplate
iPlatebody,iron_chestplate
ishirt,iron_chestplate
itunic,iron_chestplate
SteelChestPlate,iron_chestplate
SteelPlatebody,iron_chestplate
SteelPlate,iron_chestplate
Steelshirt,iron_chestplate
Steeltunic,iron_chestplate
sChestPlate,iron_chestplate
Splatebody,iron_chestplate
sshirt,iron_chestplate
stunic,iron_chestplate
Ironleggings,iron_leggings
Ironlegs,iron_leggings
Ironpants,iron_leggings
ileggings,iron_leggings
ilegs,iron_leggings
ipants,iron_leggings
Steelleggings,iron_leggings
Steellegs,iron_leggings
Steelpants,iron_leggings
sleggings,iron_leggings
slegs,iron_leggings
spants,iron_leggings
Ironboots,iron_boots
IronsHoes,iron_boots
iboots,iron_boots
isHoes,iron_boots
Steelboots,iron_boots
SteelsHoes,iron_boots
sboots,iron_boots
ssHoes,iron_boots
Diamondhelmet,diamond_helmet
Diamondhelm,diamond_helmet
Diamondhat,diamond_helmet
Diamondcoif,diamond_helmet
dhelmet,diamond_helmet
dhelm,diamond_helmet
dhat,diamond_helmet
dcoif,diamond_helmet
Crystalhelmet,diamond_helmet
Crystalhelm,diamond_helmet
Crystalhat,diamond_helmet
Crystalcoif,diamond_helmet
chelmet,diamond_helmet
chelm,diamond_helmet
chat,diamond_helmet
ccoif,diamond_helmet
DiamondChestPlate,311
DiamondPlatebody,diamond_chestplate
DiamondPlate,diamond_chestplate
Diamondshirt,diamond_chestplate
Diamondtunic,diamond_chestplate
dChestPlate,diamond_chestplate
dPlatebody,diamond_chestplate
dPlate,diamond_chestplate
dshirt,diamond_chestplate
dtunic,diamond_chestplate
CrystalChestPlate,diamond_chestplate
CrystalPlatebody,diamond_chestplate
CrystalPlate,diamond_chestplate
Crystalshirt,diamond_chestplate
Crystaltunic,diamond_chestplate
cChestPlate,diamond_chestplate
cPlatebody,diamond_chestplate
cPlate,diamond_chestplate
cshirt,diamond_chestplate
ctunic,diamond_chestplate
Diamondleggings,diamond_leggings
Diamondlegs,diamond_leggings
Diamondpants,diamond_leggings
dleggings,diamond_leggings
dlegs,diamond_leggings
dpants,diamond_leggings
Crystalleggings,diamond_leggings
Crystallegs,diamond_leggings
Crystalpants,diamond_leggings
cleggings,diamond_leggings
clegs,diamond_leggings
cpants,diamond_leggings
Diamondboots,diamond_boots
DiamondsHoes,diamond_boots
dboots,diamond_boots
dsHoes,diamond_boots
Crystalboots,diamond_boots
CrystalsHoes,diamond_boots
cboots,diamond_boots
csHoes,diamond_boots
Goldhelmet,golden_helmet
Goldhelm,golden_helmet
Goldhat,golden_helmet
Goldcoif,golden_helmet
ghelmet,golden_helmet
ghelm,golden_helmet
ghat,golden_helmet
gcoif,golden_helmet
GoldChestPlate,golden_chestplate
GoldPlatebody,golden_chestplate
Goldshirt,golden_chestplate
Goldtunic,golden_chestplate
gChestPlate,golden_chestplate
gPlatebody,golden_chestplate
gPlatePlate,golden_chestplate
gshirt,golden_chestplate
gtunic,golden_chestplate
Goldleggings,golden_leggings
Goldlegs,golden_leggings
Goldpants,golden_leggings
gleggings,golden_leggings
glegs,golden_leggings
gpants,golden_leggings
Goldboots,golden_boots
GoldsHoes,golden_boots
gboots,golden_boots
gsHoes,golden_boots
flint,flint
pork,porkchop
porkchop,porkchop
rawpork,porkchop
rpork,porkchop
rawporkchop,porkchop
rporkchop,porkchop
Cookedpork,cooked_porkchop
Grilledpork,cooked_porkchop
grillpork,cooked_porkchop
gpork,cooked_porkchop
cookpork,cooked_porkchop
cpork,cooked_porkchop
Grilledporkchop,cooked_porkchop
grillporkchop,cooked_porkchop
gporkchop,cooked_porkchop
Cookedporkchop,cooked_porkchop
cookporkchop,cooked_porkchop
cporkchop,cooked_porkchop
bacon,cooked_porkchop
painting,painting
picture,painting
Goldenapple,golden_apple
Goldapple,golden_apple
gapple,golden_apple
enchantedGoldenapple,enchanted_golden_apple
enchantedGoldapple,enchanted_golden_apple
enchantedgapple,enchanted_golden_apple
superGoldenapple,enchanted_golden_apple
superGoldapple,enchanted_golden_apple
supergapple,enchanted_golden_apple
magicalGoldenapple,enchanted_golden_apple
magicalGoldapple,enchanted_golden_apple
magicalgapple,enchanted_golden_apple
magicGoldenapple,enchanted_golden_apple
magicGoldapple,enchanted_golden_apple
magicgapple,enchanted_golden_apple
eGoldenapple,enchanted_golden_apple
eGoldapple,enchanted_golden_apple
egapple,enchanted_golden_apple
sGoldenapple,enchanted_golden_apple
sGoldapple,enchanted_golden_apple
sgapple,enchanted_golden_apple
mGoldenapple,enchanted_golden_apple
mGoldapple,enchanted_golden_apple
mgapple,enchanted_golden_apple
sign,sign
Woodendoor,oak_door
wooddoor,oak_door
wdoor,oak_door
door,oak_door
bucket,bucket
bukkit,bucket
Waterbucket,water_bucket
Waterbukkit,water_bucket
wbucket,water_bucket
wbukkit,water_bucket
magmabucket,lava_bucket
magmabukkit,lava_bucket
Lavabucket,lava_bucket
Lavabukkit,lava_bucket
lbucket,lava_bucket
lbukkit,lava_bucket
Minecart,minecart
mcart,minecart
cart,minecart
saddle,saddle
Irondoor,iron_door
idoor,iron_door
Steeldoor,iron_door
sdoor,iron_door
doorIron,iron_door
doori,iron_door
doorSteel,iron_door
doors,iron_door
Redstonedust,redstone
Redstone,redstone
RStonedust,redstone
RStone,redstone
Redsdust,redstone
Reddust,redstone
rsdust,redstone
rdust,redstone
snow,snowball
snowball,snowball
snball,snowball
sball,snowball
boat,oak_boat
OakBoat,oak_boat
BoatOak,oak_boat
leather,leather
cowhide,leather
hide,leather
milkbucket,milk_bucket
milkbukkit,milk_bucket
mbucket,milk_bucket
mbukkit,milk_bucket
pufferfish_bucket,pufferfish_bucket
salmon_bucket,salmon_bucket
codbucket,cod_bucket
tropicalfishbucket,tropical_fish_bucket
ClayBrick,brick
Brick,brick
RedBrick,brick
rBrick,brick
Clayball,clay_ball
cball,clay_ball
Clay,clay_ball
reeds,sugar_cane
reed,sugar_cane
sugarcane,sugar_cane
scane,sugar_cane
bamboo,sugar_cane
paper,paper
papyrus,paper
book,book
sLimeball,slime_ball
slball,slime_ball
ChestMinecart,chest_minecart
storageMinecart,chest_minecart
storagemcart,chest_minecart
Chestmcart,chest_minecart
storagecart,chest_minecart
Chestcart,chest_minecart
sMinecart,chest_minecart
cMinecart,chest_minecart
smcart,chest_minecart
cmcart,chest_minecart
scart,chest_minecart
ccart,chest_minecart
FurnaceMinecart,furnace_minecart
engineMinecart,furnace_minecart
PoweredMinecart,furnace_minecart
powerMinecart,furnace_minecart
enginemcart,furnace_minecart
Poweredmcart,furnace_minecart
powermcart,furnace_minecart
Furnacemcart,furnace_minecart
enginecart,furnace_minecart
Poweredcart,furnace_minecart
powercart,furnace_minecart
Furnacecart,furnace_minecart
eMinecart,furnace_minecart
pMinecart,furnace_minecart
fMinecart,furnace_minecart
emcart,furnace_minecart
pmcart,furnace_minecart
fmcart,furnace_minecart
ecart,furnace_minecart
pcart,furnace_minecart
fcart,furnace_minecart
egg,egg
compass,compass
fishingrod,fishing_rod
fishrod,fishing_rod
frod,fishing_rod
rod,fishing_rod
watch,clock
Goldwatch,clock
Goldclock,clock
gwatch,clock
gclock,clock
clock,clock
glowstonedust,glowstone_dust
glowingstonedust,glowstone_dust
Lightstonedust,glowstone_dust
lbdust,glowstone_dust
gbdust,glowstone_dust
lsdust,glowstone_dust
gsdust,glowstone_dust
rawfish,cod
rafish,cod
fish,cod
rawsalmonfish,salmon
rasalmonfish,salmon
salmonfish,salmon
rawsalmon,salmon
rasalmon,salmon
salmon,salmon
sfish,salmon
fishs,salmon
rawclownfish,tropical_fish
raclownfish,tropical_fish
clownfish,tropical_fish
rawnemo,tropical_fish
ranemo,tropical_fish
nemo,tropical_fish
nemofish,tropical_fish
fishnemo,tropical_fish
clfish,tropical_fish
fishcl,tropical_fish
nfish,tropical_fish
fishn,tropical_fish
rawpufferfish,pufferfish
rapufferfish,pufferfish
pufferfish,pufferfish
pufffish,pufferfish
fishpuff,pufferfish
pfish,pufferfish
fishp,pufferfish
blowfish,pufferfish
Cookedfish,cooked_cod
cookfish,cooked_cod
cfish,cooked_cod
Grilledfish,cooked_cod
grillfish,cooked_cod
gfish,cooked_cod
roastedfish,cooked_cod
roastfish,cooked_cod
rofish,cooked_cod
Cookedsalmonfish,cooked_salmon
cooksalmonfish,cooked_salmon
csalmonfish,cooked_salmon
Grilledsalmonfish,cooked_salmon
grillsalmonfish,cooked_salmon
gsalmonfish,cooked_salmon
roastedsalmonfish,cooked_salmon
roastsalmonfish,cooked_salmon
rosalmonfish,cooked_salmon
Cookedsalmon,cooked_salmon
cooksalmon,cooked_salmon
csalmon,cooked_salmon
Grilledsalmon,cooked_salmon
grillsalmon,cooked_salmon
gsalmon,cooked_salmon
roastedsalmon,cooked_salmon
roastsalmon,cooked_salmon
rosalmon,cooked_salmon
dye,ink_sac
inksack,ink_sac
inksac,ink_sac
isack,ink_sac
isac,ink_sac
sack,ink_sac
sac,ink_sac
Blackinksack,ink_sac
Blackinksac,ink_sac
Blackisack,ink_sac
Blackisac,ink_sac
Blacksack,ink_sac
Blacksac,ink_sac
inksackBlack,ink_sac
inksacBlack,ink_sac
isackBlack,ink_sac
isacBlack,ink_sac
sackBlack,ink_sac
sacBlack,ink_sac
Blackinksackcolour,ink_sac
Blackinksaccolour,ink_sac
Blackisackcolour,ink_sac
Blackisaccolour,ink_sac
Blacksackcolour,ink_sac
Blacksaccolour,ink_sac
inksackBlackcolour,ink_sac
inksacBlackcolour,ink_sac
isackBlackcolour,ink_sac
isacclackcolour,ink_sac
sackBlackcolour,ink_sac
sacBlackcolour,ink_sac
Blackinksackcolor,ink_sac
Blackinksaccolor,ink_sac
Blackisackcolor,ink_sac
Blackisaccolor,ink_sac
Blacksackcolor,ink_sac
Blacksaccolor,ink_sac
inksackBlackcolor,ink_sac
inksacBlackcolor,ink_sac
isackBlackcolor,ink_sac
isacBlackcolor,ink_sac
sackBlackcolor,ink_sac
sacBlackcolor,ink_sac
Blackinksackdye,ink_sac
Blackinksacdye,ink_sac
Blackisackdye,ink_sac
Blackisacdye,ink_sac
Blacksackdye,ink_sac
Blacksacdye,ink_sac
inksackBlackdye,ink_sac
inksacBlackdye,ink_sac
isackBlackdye,ink_sac
isacclackdye,ink_sac
sackBlackdye,ink_sac
sacBlackdye,ink_sac
Blackcolor,ink_sac
Blackdye,ink_sac
Rosered,rose_red
Roseredcolor,rose_red
Roseredcolour,rose_red
Rosereddye,rose_red
RedRosecolor,rose_red
RedRosecolour,rose_red
RedRosedye,rose_red
Redr,rose_red
Redrcolor,rose_red
Redrcolour,rose_red
Redrdye,rose_red
Redcolor,rose_red
Redcolour,rose_red
Reddye,rose_red
cactusGreen,cactus_green
Greencactus,cactus_green
cactusGreencolour,cactus_green
Greencactuscolour,cactus_green
cactusGreencolor,cactus_green
Greencactuscolor,cactus_green
cactusGreendye,cactus_green
Greencactusdye,cactus_green
Greencolour,cactus_green
Greencolor,cactus_green
Greendye,cactus_green
cocoabeans,cocoa_beans
cocoabean,cocoa_beans
cocobeans,cocoa_beans
cocobean,cocoa_beans
cbeans,cocoa_beans
cbean,cocoa_beans
beans,cocoa_beans
bean,cocoa_beans
Browncocoabeans,cocoa_beans
Browncocoabean,cocoa_beans
Browncocobeans,cocoa_beans
Browncocobean,cocoa_beans
Browncbeans,cocoa_beans
Browncbean,cocoa_beans
Brownbeans,cocoa_beans
Brownbean,cocoa_beans
Brownb,cocoa_beans
cocoabeanscolour,cocoa_beans
cocoabeancolour,cocoa_beans
cocobeanscolour,cocoa_beans
cocobeancolour,cocoa_beans
cbeanscolour,cocoa_beans
cbeancolour,cocoa_beans
beanscolour,cocoa_beans
beancolour,cocoa_beans
Browncocoabeanscolour,cocoa_beans
Browncocoabeancolour,cocoa_beans
Browncocobeanscolour,cocoa_beans
Browncocobeancolour,cocoa_beans
Browncbeanscolour,cocoa_beans
Browncbeancolour,cocoa_beans
Brownbeanscolour,cocoa_beans
Brownbeancolour,cocoa_beans
Brownbcolour,cocoa_beans
cocoabeanscolor,cocoa_beans
cocoabeancolor,cocoa_beans
cocobeanscolor,cocoa_beans
cocobeancolor,cocoa_beans
cbeanscolor,cocoa_beans
cbeancolor,cocoa_beans
beanscolor,cocoa_beans
beancolor,cocoa_beans
Browncocoabeanscolor,cocoa_beans
Browncocoabeancolor,cocoa_beans
Browncocobeanscolor,cocoa_beans
Browncocobeancolor,cocoa_beans
Browncbeanscolor,cocoa_beans
Browncbeancolor,cocoa_beans
Brownbeanscolor,cocoa_beans
Brownbeancolor,cocoa_beans
Brownbcolor,cocoa_beans
cocoabeansdye,cocoa_beans
cocoabeandye,cocoa_beans
cocobeansdye,cocoa_beans
cocobeandye,cocoa_beans
cbeansdye,cocoa_beans
cbeandye,cocoa_beans
beansdye,cocoa_beans
beandye,cocoa_beans
Browncocoabeansdye,cocoa_beans
Browncocoabeandye,cocoa_beans
Browncocobeansdye,cocoa_beans
Browncocobeandye,cocoa_beans
Browncbeansdye,cocoa_beans
Browncbeandye,cocoa_beans
Brownbeansdye,cocoa_beans
Brownbeandye,cocoa_beans
Brownbdye,cocoa_beans
Browncolour,cocoa_beans
Browncolor,cocoa_beans
Browndye,cocoa_beans
Lapislazuli,lapis_lazuli
BlueLapislazuli,lapis_lazuli
BlueLapisl,lapis_lazuli
BlueLapis,lapis_lazuli
Bluel,lapis_lazuli
LapislazuliBlue,lapis_lazuli
LapislBlue,lapis_lazuli
LapisBlue,lapis_lazuli
Lapisl,lapis_lazuli
Lapis,lapis_lazuli
BlueLapislazulicolour,lapis_lazuli
BlueLapislcolour,lapis_lazuli
BlueLapiscolour,lapis_lazuli
LapislazuliBluecolour,lapis_lazuli
LapislBluecolour,lapis_lazuli
LapisBluecolour,lapis_lazuli
Lapislazulicolour,lapis_lazuli
Lapislcolour,lapis_lazuli
Lapiscolour,lapis_lazuli
BlueLapislazulicolor,lapis_lazuli
BlueLapislcolor,lapis_lazuli
BlueLapiscolor,lapis_lazuli
LapislazuliBluecolor,lapis_lazuli
LapislBluecolor,lapis_lazuli
LapisBluecolor,lapis_lazuli
Lapislazulicolor,lapis_lazuli
Lapislcolor,lapis_lazuli
Lapiscolor,lapis_lazuli
BlueLapislazulidye,lapis_lazuli
BlueLapisldye,lapis_lazuli
BlueLapisdye,lapis_lazuli
LapislazuliBluedye,lapis_lazuli
LapislBluedye,lapis_lazuli
LapisBluedye,lapis_lazuli
Lapislazulidye,lapis_lazuli
Lapisldye,lapis_lazuli
Lapisdye,lapis_lazuli
Bluecolour,lapis_lazuli
Bluecolor,lapis_lazuli
Bluedye,lapis_lazuli
Purpledye,purple_dye
Purplecolour,purple_dye
Purplecolor,purple_dye
Cyandye,cyan_dye
Cyancolour,cyan_dye
Cyancolor,cyan_dye
LightGraydye,light_gray_dye
LightGraycolour,light_gray_dye
LightGraycolor,light_gray_dye
lGraycolour,light_gray_dye
lGraycolor,light_gray_dye
lGraydye,light_gray_dye
LightGreydye,light_gray_dye
LightGreycolour,light_gray_dye
LightGreycolor,light_gray_dye
lGreycolour,light_gray_dye
lGreycolor,light_gray_dye
lGreydye,light_gray_dye
Silvercolour,light_gray_dye
Silvercolor,light_gray_dye
Silverdye,light_gray_dye
DarkGraydye,gray_dye
DarkGraycolour,gray_dye
DarkGraycolor,gray_dye
dGraycolour,gray_dye
dGraycolor,gray_dye
dGraydye,gray_dye
Graycolour,gray_dye
Graycolor,gray_dye
Graydye,gray_dye
DarkGreydye,gray_dye
DarkGreycolour,gray_dye
DarkGreycolor,gray_dye
dGreycolour,gray_dye
dGreycolor,gray_dye
dGreydye,gray_dye
Greycolour,gray_dye
Greycolor,gray_dye
Greydye,gray_dye
Pinkdye,pink_dye
Pinkcolour,pink_dye
Pinkcolor,pink_dye
Limedye,lime_dye
Limecolour,lime_dye
Limecolor,lime_dye
DandelionYellow,dandelion_yellow
DandelionYellowcolour,dandelion_yellow
DandelionYellowcolor,dandelion_yellow
DandelionYellowdye,dandelion_yellow
YellowDandelioncolour,dandelion_yellow
YellowDandelioncolor,dandelion_yellow
YellowDandeliondye,dandelion_yellow
Yellowd,dandelion_yellow
Yellowdcolour,dandelion_yellow
Yellowdcolor,dandelion_yellow
Yellowddye,dandelion_yellow
dYellow,dandelion_yellow
dYellowcolour,dandelion_yellow
dYellowcolor,dandelion_yellow
dYellowdye,dandelion_yellow
Yellowcolour,dandelion_yellow
Yellowcolor,dandelion_yellow
Yellowdye,dandelion_yellow
LightBluecolour,light_blue_dye
LightBluecolor,light_blue_dye
LightBluedye,light_blue_dye
lBluecolour,light_blue_dye
lBluecolor,light_blue_dye
lBluedye,light_blue_dye
Magentacolour,magenta_dye
Magentacolor,magenta_dye
Magentadye,magenta_dye
Orangecolour,orange_dye
Orangecolor,orange_dye
Orangedye,orange_dye
bonemeal,bone_meal
Whitebonemeal,bone_meal
Whitebonemealcolour,bone_meal
Whitebonemealcolor,bone_meal
Whitebonemealdye,bone_meal
bonemealWhite,bone_meal
bonemealWhitecolour,bone_meal
bonemealWhitecolor,bone_meal
bonemealWhitedye,bone_meal
Whitebonem,bone_meal
Whitebonemcolour,bone_meal
Whitebonemcolor,bone_meal
Whitebonemdye,bone_meal
bonemWhite,bone_meal
bonemWhitecolour,bone_meal
bonemWhitecolor,bone_meal
bonemWhitedye,bone_meal
bonemealcolour,bone_meal
bonemealcolor,bone_meal
bonemealdye,bone_meal
bonem,bone_meal
bonemcolour,bone_meal
bonemcolor,bone_meal
bonemdye,bone_meal
Whitecolour,bone_meal
Whitecolor,bone_meal
Whitedye,bone_meal
bone,bone
sugar,sugar
Whitedust,sugar
cake,cake
bed,white_bed
whitebed,white_bed
orangebed,orange_bed
magnetabed,magenta_bed
lightbluebed,light_blue_bed
yellowbed,yellow_bed
limebed,lime_bed
pinkbed,pink_bed
graybed,gray_bed
lightgray_bed,light_gray_bed
cyanbed,cyan_bed
purplebed,purple_bed
bluebed,blue_bed
brownbed,brown_bed
greenbed,green_bed
redbed,red_bed
blackbed,black_bed
RedstoneRepeater,repeater
RedstoneRepeat,repeater
RedstoneDelayer,repeater
RedstoneDelay,repeater
RedstoneDioder,repeater
RedstoneDiode,repeater
RStoneRepeater,repeater
RStoneRepeat,repeater
RStoneDelayer,repeater
RStoneDelay,repeater
RStoneDioder,repeater
RStoneDiode,repeater
RedsRepeater,repeater
RedsRepeat,repeater
RedsDelayer,repeater
RedsDelay,repeater
RedsDioder,repeater
RedsDiode,repeater
rsRepeater,repeater
rsRepeat,repeater
rsDelayer,repeater
rsDelay,repeater
rsDioder,repeater
rsDiode,repeater
Repeater,repeater
Repeat,repeater
Delayer,repeater
Delay,repeater
Dioder,repeater
Diode,repeater
Cookie,cookie
Chart,map
Map,map
Shears,shears
Shear,shears
Sheers,shears
Sheer,shears
WoolCutters,shears
WoolCutter,shears
CuttersWool,shears
CutterWool,shears
Melonslice,melon_slice
mslice,melon_slice
slicemelon,melon_slice
WatermelonSlice,melon_slice
GreenmelonSlice,melon_slice
melonGreenSlice,melon_slice
driedkelp,dried_kelp
PumpkinSeeds,pumpkin_seeds
pSeeds,pumpkin_seeds
Seedsp,pumpkin_seeds
SeedsPumpkin,pumpkin_seeds
pumpSeeds,pumpkin_seeds
Seedspump,pumpkin_seeds
MelonSeeds,melon_seeds
mSeeds,melon_seeds
WatermelonSeeds,melon_seeds
GreenmelonSeeds,melon_seeds
gmelonSeeds,melon_seeds
Seedsmelon,melon_seeds
SeedsWatermelon,melon_seeds
RawBeef,beef
RawSteak,beef
Uncookedbeef,beef
Uncookedsteak,beef
CowMeat,beef
PlainBeef,beef
Beef,cooked_beef
Steak,cooked_beef
CookedBeef,cooked_beef
GrilledBeef,cooked_beef
CookedSteak,cooked_beef
GrilledSteak,cooked_beef
Cookedcowmeat,cooked_beef
RawChicken,chicken
unCookedChicken,chicken
PlainChicken,chicken
ChickenPlain,chicken
ChickenunCooked,chicken
ChickenRaw,chicken
CookedChicken,cooked_chicken
GrilledChicken,cooked_chicken
ToastedChicken,cooked_chicken
gChicken,cooked_chicken
bbqChicken,cooked_chicken
friedChicken,cooked_chicken
cChicken,cooked_chicken
rottenflesh,rotten_flesh
zombieflesh,rotten_flesh
rottenmeat,rotten_flesh
zombiemeat,rotten_flesh
badflesh,rotten_flesh
Poisonflesh,rotten_flesh
zombieremains,rotten_flesh
EnderPearl,ender_pearl
EndPearl,ender_pearl
Pearl,ender_pearl
ePearl,ender_pearl
BluePearl,ender_pearl
Endergem,ender_pearl
blazerod,blaze_rod
Goldenrod,blaze_rod
Goldrod,blaze_rod
blazestick,blaze_rod
Goldstick,blaze_rod
brod,blaze_rod
grod,blaze_rod
bstick,blaze_rod
gstick,blaze_rod
GhastTear,ghast_tear
GhastDrop,ghast_tear
GhostTear,ghast_tear
GhostDrop,ghast_tear
gTear,ghast_tear
gDrop,ghast_tear
Tear,ghast_tear
GoldNugget,gold_nugget
gNugget,gold_nugget
GoldPebble,gold_nugget
gPebble,gold_nugget
Goldball,gold_nugget
gball,gold_nugget
NetherStalk,nether_wart
DeathStalk,nether_wart
HellStalk,nether_wart
nStalk,nether_wart
dStalk,nether_wart
